acreage,address,category,crops,date,email,name,phone,processed_products,profile,short_description,website
82 Acres,"312 North Ninth St.
Lompoc, CA 93436, United States",Winery | ,"Fruit,Grapes For Wine",20151023,,Ampelos Cellars,3,,"Ampelos is the greek word for vine. Soil. Vines. Wines.  This is the order in which we do business. Waking up from the dream is the real belief that a farmer must know his fruit, and we are resolute in our passion to produce hands on, minimally invasive wines that both whisper and shout about the terroir from which they are grown.  Our vineyard is one of the first to be certified sustainability in practice, organic and biodynamic.  Our commitment to eco-friendly, natural farming and winemaking is evident in every sip.
Please join us at our tasting room in the Lompoc Wine Ghetto or at The Wine Saloon in Los Alamos, CA.
Cropped: 25 Acres
Total Acreage: 82 Acres","
           “We did not inherit this land from our fathers– we are borrowing it from our children”
           ",ampeloscellars.com
42 Acres,"510 Sequoia Lane
Templeton, CA 93465, United States",Vineyard | Farm | Winery | ,"Fruit,Grapes For Wine,Olives",20151023,,AmByth Estate,5,"Wine,Wine Red,Wine Rosé,Wine White","AmByth Estate (welsh) ""forever"" is owned by a  husband and wife farming and winemaking team in the Paso Robles AVA (CA). We farm our vines, olive trees, and gardens and raise our animals and bees based on Biodynamic principles. We make Demeter certified wine, with zero added sulfites that are aged in amphora, stainless steel and neutral oak. We produce Rhone wines: single varietals and blends (white, orange, rose, and red) and Sangiovese, Tempranillo and Zinfandel.
Our Philosophy: A love of the land. A joy of life.
Cropped: 17 Acres
Total Acreage: 42 Acres","
           “ AmByth Estate,  3 stars (out of 4), Outstanding Rhone Varieties, dry farmed Biodynamic vineyards,  look especially for white blend Priscus and red blend Maiestas”
           ",www.ambythestate.com
187 Acres,"Villa Nueva
Naranjito, Puntarenas, Costa Rica",,"Herbs And Spices,Allspice,Basil,Cardamom,Cinnamon,Curcuma,Ginger,Hibiscus,Oregano,Pepper Spice,Vanilla,Other Crops,Cocoa,Other Permanent Crops",20151023,,Alquimia Agricola,V,,"Cropped: 37 Acres
Total Acreage: 187 Acres","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"5401 South Wentworth, Unit 19
Chicago, IL 60609, United States",Organic Beverages | Biodynamic | ,,20150514,www.ambassadororganics.com,Ambassador Organics,5,"Coffee And Instant Beverages,Cocoa Ground,Decaffeinated Coffee,Roasted Coffee Ground,Roasted Coffee Whole,Oils And Fats,Olive Oil,Tea,Herbal Tea,Green Tea,White Tea,Speciality Teas,Tea Mixtures","The Ambassador Organics™ brand consists of premium organic foods made from the finest certified organic and Biodynamic® products and ingredients available in the world. Ambassador Organics™ directly participates in providing farmers with markets in which they can maintain the dignity of their work and the integrity of their farm. The company translates these values into great tasting and convenient products that respect the time pressures and lifestyles of American consumers. The brand also reflects the economic, social and philosophical commitment to doing well while doing good. It functions as a transparent financial engine that respects and promotes the source of food and its producers.","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
,"555 College Avenue
Angwin, CA 94508, United States",,"Fruit,Grapes For Wine",20150105,,ADAMVS,5,,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
140 Acres,"6294 Searsburg Road
Trumansburg, NY 14886, United States",Farm | ,"Fruit,Strawberries,Vegetables,Beetroot,Brussels Sprouts,Cabbage,Carrots,Kale,Leek,Onions,Potatoes,Radishes Red,Turnips,Herbs And Spices,Herbs,Legumes,Peas,Soy Beans,Vetch,Grains,Barley,Oats,Rye,Sweet Corn,Triticale,Fodder And Grassland,Grassland,Other Crops,Flowers,Other Annual Crops",20170425,remembrancefarm@gmail.com,Remembrance Farm,6,,"Biodynamic produce to nourish the soul
Remembrance Farm is a 100-acre Biodynamic vegetable farm located in Trumansburg, NY, in the heart of the beautiful Finger Lakes region.  We specialize in growing salad greens and root vegetables for sale to local stores and restaurants, and to individual households through a cooperative Community Supported Agriculture (CSA) program known as the Full Plate Farm Collective.
Through fastidious attention to the details of production, we have developed a reputation for consistency and high quality in the crops we grow.  From the beginning, we chose to specialize in a select few cash crops in order to have the  time and attention to grow them well.
Cropped: 20 Acres
Total Acreage: 140 Acres","
           “The name, Remembrance Farm, serves as a constant reminder of the inner desires and aims that initially drew us to farming.  We hope that the efforts of that inner search, as they are made real through our work on the farm, enliven the food we produce in a deeper way.  ”
           ",www.remembrancefarm.org
13ish Acres,"303 Adobe Canyon Rd.
Kenwood, CA 95452, United States",Biodynamic and Organic Seed Distribution | Compost Producer | Biodynamic | Compost and Mulch Producer | Vinegar Production | Vineyard | Farm | ,"Fruit,Grapes For Wine,Vegetables,Artichokes,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Cucumbers,Eggplant,Garlic,Kale,Lettuce,Melons,Onions,Okra,Pepper Capsicum,Radishes Red,Rhubarb,Spinach,Tomatoes,Herbs And Spices,Basil,Fennel Spice,Legumes,Beans,Grains,Sweet Corn,Other Crops,Other Annual Crops",20150105,,Rose Ranch,3,,"Rose Ranch is located in the Valley of the Moon, Sonoma's California's real wine country. We are situated at the base of Sugarloaf Mountain, once an active volcano & very active Native American Pomo Indian community. Our soils are alluvial with volcanic material making growing vegetables & wine grapes a natural lifestyle for us. Certified Organic since 1999 & certified Biodynamic by Demeter since 2005 our ranch continues to produce incredible flavors rich with nutrients thanks to our farming methods & the fortune to be surrounded with live soils & a much appreciated riparian sector. Our hot peppers are some of the hottest ones you will taste & our sweet ones some of the sweetest ones you'll taste. All these peppers go into our house made spicy sauce called ""Lazy Dog Spicy Sauce"" (the sauce that will put a bark in your bite) grown, produced & bottled by Rose Ranch Organics. Feel free to contact us when you're in our area & if possible we'll show you around!
Cropped: roughly 10 acres cropped Acres
Total Acreage: 13ish Acres","
           “We, at Rose Ranch go the distance to insure that our caring production of wine grapes & vegetables are available for your family's enjoyment. We grow your family's food so you don't have to!”
           ",
,"13 Evergreen Road
Sandy Hook, CT 6482, United States",Organic Food Processor and Vendor | ,"Grains,Buckwheat,Oats,Rye,Durum Wheat,Wheat Winter,Oil Crops,Flax",20170519,rockwellorganic@aol.com,"Rockwell Organic, LLC",1,"Cereals And Grains And Seeds,Wheat","Rockwell Organic has been serving the organic industry since its inception in 1999 but encompasses over 30 years of experience in all aspects of the organic industry, including sourcing, purchasing, management, domestic and export marketing and sales, retail and certification.
We source our products from certified organic North American growers and we deal exclusively with organic and Biodynamic® products.  Our certified processing plant and warehouse in the Midwest provides a centralized, convenient location for national distribution of bulk products.
In addition to supplying various distributors and millers within the U.S., the Company also has many years of expertise in supplying various clients in the European market with certified organic and Biodynamic® products.
Rockwell Organic stocks a basic line of organic grains, beans and seeds at its Midwest warehouse and is able to source and stock additional products for both current and potential customers.  We offer packaging in 25 lb bags, 50 lb. bags, 2,000 lb. tote bags and bulk truckloads and containers.
Rockwell Organic believes in ethical business practices, commitment to organic production and integrity in certification, along with our belief in the value of the organic farming process and in the health benefits derived from eating whole, organic grains, beans and seeds and other minimally processed organic products.
We are committed to establishing loyal, trusting relationships with our customers and suppliers and to providing the best possible quality, service and pricing over the long term.
Our belief that organic products offer the possibility of increased health and vitality and organic farming practices make a contribution toward the preservation and renewal of the earth, inspires our vision of a continuous evolution toward an ever healthier, more conscious and peaceful way of life.","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",www.rockwellorganic.com
,"2322 West 4375 North
Cedar City, Utah 84721",,"Vegetables,Artichokes,Asparagus,Beetroot,Broccoli,Brussels Sprouts,Cabbage,Carrots,Cauliflower,Celery,Chicory Leaf-Witloof,Cucumbers,Eggplant,Garlic,Kale,Kohlrabi,Lettuce,Leek,Onions,Okra,Parsnips,Peas Green,Pepper Capsicum,Potatoes,Pumpkin,Radishes Red,Rhubarb,Spinach,Tomatoes,Turnips,Herbs And Spices,Basil,Coriander,Dill,Hyssop,Lavender,Lemon Balm,Mint,Nettle,Oregano,Parsley,Sage,Thyme,Legumes,Beans,Grains,Sweet Corn,Other Crops,Other Annual Crops",20170519,www.redacrefarmcsa.org,Red Acre Farm CSA,2,,,"“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",
300+ Acres,"849 Zinfandel Lane
Saint Helena, CA 94574, United States",Vineyard & winery | Biodynamic | ,"Fruit,Grapes For Wine",20170519,customerservice@raymondvineyards.com,Raymond Vineyard and Cellar,8,,"Raymond Vineyards, founded in 1970, is one of the Napa Valley’s pioneers and great estates. Arriving to Napa in 1933, the Raymond family became deeply connected to the valley’s winemaking origins. In 1970, they established a 90-acre estate in Rutherford that now comprises 300 acres in Rutherford, St. Helena and Jameson Canyon. Five generations of the Raymond family created a Napa icon, with an enduring reputation for elegant wines with a beautiful balance of finesse, power and complexity. Today, inspired by the vision of Proprietor Jean-Charles Boisset, Raymond is a dynamic destination dedicated to inspiring its guests’ passion for fine wine in an environment of exploration, creativity, and elegant whimsicality, where each in a series of diverse experiences progresses visitors into another world of discovery and exceptional wines. Further, Raymond’s Rutherford and St. Helena estate vineyards are certified organic and Biodynamic, and 100% of the winery’s power comes from renewable solar energy.
Total Acreage: 300+ Acres","“There’s a growing swell of interest in foods  grown biodynamically among consumers who view it as organic 2.0 and are seeking  out foods grown this way as a healthier, more sustainable choice.”",www.raymondvineyards.com/
